 ,Label,Circ.,AR,Round,Solidity
1930,tomato_80.jpg,0.549,1.938,0.516,0.899
1931,tomato_81.jpg,0.455,1.669,0.599,0.896
1932,tomato_82.jpg,0.501,1.756,0.569,0.869
1933,tomato_83.jpg,0.537,1.633,0.612,0.914
1934,tomato_84.jpg,0.465,1.816,0.551,0.906
1935,tomato_85.jpg,0.471,2.166,0.462,0.916
1936,tomato_86.jpg,0.425,1.985,0.504,0.875
1937,tomato_87.jpg,0.527,1.886,0.530,0.930
1938,tomato_88.jpg,0.498,1.980,0.505,0.900
1939,tomato_89.jpg,0.392,2.085,0.480,0.870
1940,tomato_9.jpg,0.552,1.520,0.658,0.901
1941,tomato_90.jpg,0.518,1.601,0.625,0.906
1942,tomato_91.jpg,0.488,1.980,0.505,0.902
1943,tomato_92.jpg,0.496,1.870,0.535,0.896
1944,tomato_93.jpg,0.681,1.489,0.671,0.961
1945,tomato_94.jpg,0.733,1.531,0.653,0.972
1946,tomato_95.jpg,0.650,1.641,0.610,0.936
1947,tomato_96.jpg,0.717,1.379,0.725,0.948
1948,tomato_97.jpg,0.484,2.064,0.484,0.905
1949,tomato_98.jpg,0.501,1.940,0.516,0.901
1950,tomato_99.jpg,0.406,1.891,0.529,0.892
